,County,State,latitude,longitude,FIPS,Genre
2888,Surry,VA,37.1,-76.9,51181,Rock
2889,Sussex,VA,36.9,-77.3,51183,Rock
2890,Tazewell,VA,37.1,-81.6,51185,Rock
2891,Warren,VA,38.9,-78.2,51187,Rock
2892,Washington,VA,36.7,-82.0,51191,Rock
2893,Westmoreland,VA,38.1,-76.8,51193,Rock
2894,Wise,VA,37.0,-82.6,51195,House
2895,Wythe,VA,36.9,-81.1,51197,Rock
2896,York,VA,37.2,-76.4,51199,Rock
2897,Alexandria,VA,38.8,-77.1,51059,Rock
2898,Bedford,VA,37.3,-79.5,51019,Rock
2899,Bristol,VA,36.6,-82.2,51520,Rock
2900,Buena Vista,VA,37.7,-79.4,51163,Rock
2901,Charlottesville,VA,38.0,-78.5,51003,Rock
2902,Chesapeake,VA,36.7,-76.3,51550,Rock
2903,Clifton,VA,37.8,-79.8,51005,Rock
2904,Colonial Heights,VA,37.3,-77.4,51041,Rock
2905,Covington,VA,37.8,-80.0,51005,Rock
2906,Danville,VA,36.6,-79.4,51590,Rock
2907,Emporia,VA,36.7,-77.5,51081,Rock
2908,Fairfax,VA,38.9,-77.3,51059,Rock
2909,Falls Church,VA,38.9,-77.2,51059,Rock
2910,Franklin,VA,36.7,-76.9,51093,Rock
2911,Fredericksburg,VA,38.3,-77.5,51630,Rock
2912,Galax,VA,36.7,-80.9,51035,Rock
2913,Hampton,VA,37.1,-76.3,51650,Rock
2914,Harrisonburg,VA,38.4,-78.9,51660,Rock
2915,Hopewell,VA,37.3,-77.3,51670,Rock
2916,Lexington,VA,37.8,-79.4,51163,Rock
2917,Lynchburg,VA,37.4,-79.2,51680,Rock
2918,Manassas,VA,38.7,-77.5,51153,Rock
2919,Manassas Park,VA,38.8,-77.5,51153,Rock
2920,Martinsville,VA,36.7,-79.9,51089,Rock
2921,Newport News,VA,37.1,-76.5,51700,Rock
2922,Norfolk,VA,36.9,-76.2,51710,Rock
2923,Norton,VA,36.9,-82.6,51195,House
2924,Petersburg,VA,37.2,-77.4,51730,Rock
2925,Poquoson,VA,37.2,-76.3,51199,Rock
2926,Portsmouth,VA,36.9,-76.4,51740,Rock
2927,Radford,VA,37.1,-80.6,51155,Rock
2928,Richmond,VA,37.5,-77.5,51760,Rock
2929,Roanoke,VA,37.3,-80.0,51770,Rock
2930,Salem,VA,37.3,-80.1,51161,Rock
2931,South Boston,VA,36.7,-78.9,51083,Rock
2932,Staunton,VA,38.2,-79.1,51015,Rock
2933,Suffolk,VA,36.7,-76.6,51800,Rock
2934,Virginia Beach,VA,36.8,-76.0,51810,Rock
2935,Waynesboro,VA,38.1,-78.9,51015,Rock
2936,Williamsburg,VA,37.3,-76.7,51199,Rock
2937,Winchester,VA,39.2,-78.2,51069,Rock
2938,Addison,VT,44.0,-73.1,50001,Reggae
2939,Bennington,VT,43.0,-73.1,50003,Reggae
2940,Caledonia,VT,44.5,-72.1,50005,Reggae
2941,Chittenden,VT,44.5,-73.1,50007,Reggae
2942,Essex,VT,44.7,-71.7,50009,Reggae
2943,Franklin,VT,44.9,-72.9,50011,Reggae
2944,Grand Isle,VT,44.8,-73.3,50013,Reggae
2945,Lamoille,VT,44.6,-72.6,50015,Reggae
2946,Orange,VT,44.0,-72.4,50017,Reggae
2947,Orleans,VT,44.8,-72.3,50019,Reggae
2948,Rutland,VT,43.6,-73.0,50021,Reggae
2949,Washington,VT,44.3,-72.6,50023,Reggae
2950,Windham,VT,43.0,-72.7,50025,Reggae
2951,Windsor,VT,43.6,-72.6,50027,Reggae
2952,Adams,WA,47.0,-118.6,53001,Rock
2953,Asotin,WA,46.2,-117.2,53003,Rock
2954,Benton,WA,46.2,-119.5,53005,Rock
2955,Chelan,WA,47.9,-120.6,53007,Rock
2956,Clallam,WA,48.1,-123.9,53009,Rock
2957,Clark,WA,45.8,-122.5,53011,Rock
2958,Columbia,WA,46.3,-117.9,53013,Rock
2959,Cowlitz,WA,46.2,-122.7,53015,Rock
2960,Douglas,WA,47.7,-119.7,53017,Rock
2961,Ferry,WA,48.5,-118.5,53019,Rock
2962,Franklin,WA,46.5,-118.9,53021,Rock
2963,Garfield,WA,46.4,-117.5,53023,Rock
2964,Grant,WA,47.2,-119.5,53025,Rock
2965,Grays Harbor,WA,47.1,-123.8,53027,Rock
2966,Island,WA,48.2,-122.6,53029,Rock
2967,Jefferson,WA,47.8,-123.6,53031,Rock
2968,King,WA,47.4,-121.8,53033,Rock
2969,Kitsap,WA,47.6,-122.6,53035,Rock
2970,Kittitas,WA,47.1,-120.7,53037,Rock
2971,Klickitat,WA,45.9,-120.8,53039,Rock
2972,Lewis,WA,46.6,-122.4,53041,Rock
2973,Lincoln,WA,47.6,-118.4,53043,Rock
2974,Mason,WA,47.4,-123.2,53045,Rock
2975,Okanogan,WA,48.5,-119.7,53047,Rock
2976,Pacific,WA,46.6,-123.8,53049,Rock
2977,Pend Oreille,WA,48.5,-117.3,53051,Rock
2978,Pierce,WA,47.0,-122.1,53053,Rock
2979,San Juan,WA,48.6,-123.0,53055,Rock
2980,Skagit,WA,48.5,-121.8,53057,Rock
2981,Skamania,WA,46.0,-121.9,53059,Rock
2982,Snohomish,WA,48.0,-121.7,53061,Rock
2983,Spokane,WA,47.6,-117.4,53063,Rock
2984,Stevens,WA,48.4,-117.9,53065,Rock
2985,Thurston,WA,46.9,-122.8,53067,Rock
2986,Wahkiakum,WA,46.3,-123.4,53069,Rock
2987,Walla Walla,WA,46.2,-118.5,53071,Rock
2988,Whatcom,WA,48.8,-121.9,53073,Rock
2989,Whitman,WA,46.9,-117.5,53075,Rock
2990,Yakima,WA,46.5,-120.7,53077,Rock
2991,Adams,WI,44.0,-89.8,55001,Reggae
2992,Ashland,WI,46.7,-90.6,55003,Rock
2993,Barron,WI,45.4,-91.9,55005,Rock
2994,Bayfield,WI,46.6,-91.2,55007,Rock
2995,Brown,WI,44.5,-88.0,55009,Reggae
2996,Buffalo,WI,44.4,-91.8,55011,Rock
2997,Burnett,WI,45.9,-92.4,55013,Rock
2998,Calumet,WI,44.1,-88.2,55015,Reggae
2999,Chippewa,WI,45.1,-91.3,55017,Rock
3000,Clark,WI,44.7,-90.6,55019,Reggae
3001,Columbia,WI,43.5,-89.3,55021,Reggae
3002,Crawford,WI,43.2,-90.9,55023,Reggae
3003,Dane,WI,43.1,-89.4,55025,Reggae
3004,Dodge,WI,43.4,-88.7,55027,Reggae
3005,Door,WI,45.0,-87.0,55029,Reggae
3006,Douglas,WI,46.5,-91.9,55031,Rock
3007,Dunn,WI,44.9,-91.9,55033,Rock
3008,Eau Claire,WI,44.7,-91.3,55035,Rock
3009,Florence,WI,45.9,-88.4,55037,Reggae
3010,Fond du Lac,WI,43.8,-88.5,55039,Reggae
3011,Forest,WI,45.7,-88.8,55041,Reggae
3012,Grant,WI,42.9,-90.7,55043,Reggae
3013,Green,WI,42.7,-89.6,55045,Reggae
3014,Green Lake,WI,43.8,-89.0,55047,Reggae
3015,Iowa,WI,43.0,-90.1,55049,Reggae
3016,Iron,WI,46.3,-90.3,55051,Rock
3017,Jackson,WI,44.3,-90.8,55053,Reggae
3018,Jefferson,WI,43.0,-88.8,55055,House
3019,Juneau,WI,43.9,-90.1,55057,Reggae
3020,Kenosha,WI,42.6,-87.8,55059,House
3021,Kewaunee,WI,44.6,-87.4,55061,Reggae
3022,La Crosse,WI,43.9,-91.1,55063,Reggae
3023,Lafayette,WI,42.7,-90.1,55065,House
3024,Langlade,WI,45.3,-89.1,55067,Reggae
3025,Lincoln,WI,45.3,-89.7,55069,Reggae
3026,Manitowoc,WI,44.1,-87.6,55071,Reggae
3027,Marathon,WI,44.9,-89.8,55073,Reggae
3028,Marinette,WI,45.3,-88.0,55075,Reggae
3029,Marquette,WI,43.8,-89.4,55077,Reggae
3030,Menominee,WI,45.0,-88.7,55078,Reggae
3031,Milwaukee,WI,43.0,-87.7,55079,House
3032,Monroe,WI,43.9,-90.6,55081,Reggae
3033,Oconto,WI,45.0,-88.2,55083,Reggae
3034,Oneida,WI,45.7,-89.5,55085,Reggae
3035,Outagamie,WI,44.4,-88.5,55087,Reggae
3036,Ozaukee,WI,43.2,-87.5,55089,House
3037,Pepin,WI,44.6,-92.0,55091,Rock
3038,Pierce,WI,44.7,-92.4,55093,Rock
3039,Polk,WI,45.5,-92.4,55095,Rock
3040,Portage,WI,44.5,-89.5,55097,Reggae
3041,Price,WI,45.7,-90.4,55099,Reggae
3042,Racine,WI,42.8,-87.8,55101,House
3043,Richland,WI,43.4,-90.4,55103,Reggae
3044,Rock,WI,42.7,-89.1,55105,House
3045,Rusk,WI,45.5,-91.1,55107,Rock
3046,St. Croix,WI,45.0,-92.4,55109,Rock
3047,Sauk,WI,43.4,-89.9,55111,Reggae
3048,Sawyer,WI,45.9,-91.1,55113,Rock
3049,Shawano,WI,44.8,-88.8,55115,Reggae
3050,Sheboygan,WI,43.7,-87.7,55117,Reggae
3051,Taylor,WI,45.2,-90.5,55119,Reggae
3052,Trempealeau,WI,44.3,-91.4,55121,Rock
3053,Vernon,WI,43.6,-90.8,55123,Reggae
3054,Vilas,WI,46.1,-89.5,55125,Reggae
3055,Walworth,WI,42.7,-88.5,55127,House
3056,Washburn,WI,45.9,-91.8,55129,Rock
3057,Washington,WI,43.4,-88.2,55131,Reggae
3058,Waukesha,WI,43.0,-88.3,55133,Reggae
3059,Waupaca,WI,44.5,-89.0,55135,Reggae
3060,Waushara,WI,44.1,-89.2,55137,Reggae
3061,Winnebago,WI,44.1,-88.6,55139,Reggae
3062,Wood,WI,44.5,-90.0,55141,Reggae
3063,Barbour,WV,39.1,-80.0,54001,Rock
3064,Berkeley,WV,39.5,-78.0,54003,Rock
3065,Boone,WV,38.0,-81.7,54005,Rock
3066,Braxton,WV,38.7,-80.7,54007,House
3067,Brooke,WV,40.3,-80.6,54009,House
3068,Cabell,WV,38.4,-82.2,54011,House
3069,Calhoun,WV,38.8,-81.1,54013,House
3070,Clay,WV,38.5,-81.1,54015,House
3071,Doddridge,WV,39.3,-80.7,54017,House
3072,Fayette,WV,38.0,-81.1,54019,Rock
3073,Gilmer,WV,38.9,-80.9,54021,House
3074,Grant,WV,39.1,-79.2,54023,Rock
3075,Greenbrier,WV,37.9,-80.5,54025,Rock
3076,Hampshire,WV,39.3,-78.6,54027,Rock
3077,Hancock,WV,40.5,-80.6,54029,House
3078,Hardy,WV,39.0,-78.9,54031,Rock
3079,Harrison,WV,39.3,-80.4,54033,House
3080,Jackson,WV,38.8,-81.7,54035,House
3081,Jefferson,WV,39.3,-77.9,54037,Rock
3082,Kanawha,WV,38.3,-81.5,54039,House
3083,Lewis,WV,39.0,-80.5,54041,House
3084,Lincoln,WV,38.2,-82.1,54043,House
3085,Logan,WV,37.8,-81.9,54045,House
3086,McDowell,WV,37.4,-81.6,54047,Rock
3087,Marion,WV,39.5,-80.2,54049,House
3088,Marshall,WV,39.9,-80.7,54051,House
3089,Mason,WV,38.8,-82.0,54053,House
3090,Mercer,WV,37.4,-81.1,54055,Rock
3091,Mineral,WV,39.4,-78.9,54057,Rock
3092,Mingo,WV,37.7,-82.1,54059,House
3093,Monongalia,WV,39.6,-80.1,54061,House
3094,Monroe,WV,37.6,-80.5,54063,Rock
3095,Morgan,WV,39.6,-78.3,54065,Rock
3096,Nicholas,WV,38.3,-80.8,54067,Rock
3097,Ohio,WV,40.1,-80.6,54069,House
3098,Pendleton,WV,38.7,-79.4,54071,Rock
3099,Pleasants,WV,39.4,-81.2,54073,House
3100,Pocahontas,WV,38.3,-80.0,54075,Rock
3101,Preston,WV,39.5,-79.7,54077,Rock
3102,Putnam,WV,38.5,-81.9,54079,House
3103,Raleigh,WV,37.8,-81.3,54081,Rock
3104,Randolph,WV,38.8,-79.9,54083,Rock
3105,Ritchie,WV,39.2,-81.1,54085,House
3106,Roane,WV,38.7,-81.4,54087,House
3107,Summers,WV,37.7,-80.9,54081,Rock
3108,Taylor,WV,39.3,-80.0,54091,House
3109,Tucker,WV,39.1,-79.6,54093,Rock
3110,Tyler,WV,39.5,-80.9,54095,House
3111,Upshur,WV,38.9,-80.2,54097,House
3112,Wayne,WV,38.1,-82.4,54099,House
3113,Webster,WV,38.5,-80.4,54101,Rock
3114,Wetzel,WV,39.6,-80.6,54103,House
3115,Wirt,WV,39.0,-81.4,54105,House
3116,Wood,WV,39.2,-81.5,54107,House
3117,Wyoming,WV,37.6,-81.5,54109,Rock
3118,Albany,WY,41.6,-105.7,56001,Rock
3119,Big Horn,WY,44.5,-108.0,56003,Rock
3120,Campbell,WY,44.2,-105.5,56005,Rock
3121,Carbon,WY,41.7,-106.9,56007,Rock
3122,Converse,WY,43.0,-105.5,56009,Rock
3123,Crook,WY,44.6,-104.6,56011,House
3124,Fremont,WY,43.0,-108.6,56013,Rock
3125,Goshen,WY,42.1,-104.4,56015,Rock
3126,Hot Springs,WY,43.7,-108.4,56017,Rock
3127,Johnson,WY,44.0,-106.6,56019,Rock
3128,Laramie,WY,41.3,-104.7,56021,Rock
3129,Lincoln,WY,42.3,-110.7,56023,Rock
3130,Natrona,WY,43.0,-106.8,56025,Rock
3131,Niobrara,WY,43.1,-104.5,56027,Rock
3132,Park,WY,44.5,-109.6,56029,Rock
3133,Platte,WY,42.1,-105.0,56031,Rock
3134,Sheridan,WY,44.8,-106.9,56033,Rock
3135,Sublette,WY,42.8,-109.9,56035,Rock
3136,Sweetwater,WY,41.7,-108.9,56037,Rock
3137,Teton,WY,43.9,-110.6,56039,Rock
3138,Uinta,WY,41.3,-110.5,56041,Rock
3139,Washakie,WY,43.9,-107.7,56043,Rock
3140,Weston,WY,43.8,-104.6,56045,Rock
